title,price,itemWebUrl,sellerUsername,condition,itemLocation,categoryPath,buyingOptions,searchKeyword
Dainese P. Boneville Regular Motorcycle Jeans Blue Reinforced Denim Italy  30,79.99,https://www.ebay.com/itm/147308379212?_skw=Dainese&hash=item224c437c4c:g:C2YAAeSwG5VqBCKB&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYzaT34%2BYBkYijgC8r1hSncP%2Bh%2FjgChxODqegRSAOEBP6lsc2qG4HvzKnfqrlajcKWAbm9jlWVeSICJYxoF1mHDXmpMft9hbZT2jg2c8Rgt6V3yOyiFgItPE5p3PYxVvLkfK%2BhQUi7tMqT3tjqGvNhsHdSNLqJSI1BNVmemI92ttpkVy2m9csXlpkH7LaPa2i8LJ048j96ny8%2B2ZT8QMfGHinvn66OtsT6%2B4ATnDjh7NreVABDACtbMzMnqAP5jkOQ9LEnRdbDjUozv5d0mdWoT,kennethgutz,Pre-owned - Excellent,"951**, US","Jeans > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Leather & Textile Motorcycle Jacket CE Armored - Euro 50 / US Medium,150.00,https://www.ebay.com/itm/206285128394?_skw=Dainese&hash=item30078d42ca:g:W0AAAeSw-7BqDITM,tsw_66,Pre-owned,"303**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Superleggera Motorcycle Riding Jacket Armor Men’s 50 Black Mesh Full Zip,50.75,https://www.ebay.com/itm/198335972533?_skw=Dainese&hash=item2e2dbec4b5:g:JhMAAeSwh-ForjDB,mx-garage,Pre-owned,"908**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
DAINESE RACING 3 D AIR MENS LEATHER SPORTS MOTORCYCLE JACKET BLACK WHITE 54,399.99,https://www.ebay.com/itm/267675373881?_skw=Dainese&hash=item3e52b21139:g:SekAAeSwBtJqCqyK,dandelionnn,Pre-owned,"917**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Veloce D-Dry Jacket Black/White/Red - Size 56 EU,119.99,https://www.ebay.com/itm/366392465796?_skw=Dainese&hash=item554eb15984:g:fo4AAeSwIkpp-3e7,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Reacto Carbon Mens Leather Motorcycle Long Gloves Black/Red Lava SM,124.41,https://www.ebay.com/itm/306922706917?_skw=Dainese&hash=item477604d7e5:g:nOUAAeSwN8dp-6jA,perf-moto_outlet,New without tags,"494**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese D-Throttle Backpack Rucksack 27.9 L Black Red Water Resistant Motorcycle,99.99,https://www.ebay.com/itm/397640525964?_skw=Dainese&hash=item5c9538e88c:g:7oAAAeSwqutpnDdk,edi_ng,Used,"917**, US",Other Outdoor Sports > Sporting Goods > Outdoor Sports,FIXED_PRICE,Dainese
DAINESE D1 EVO JEANS -T16 ARAMID DENIM - BLACK - Size 33/34 W X 33 Ins,77.97,https://www.ebay.com/itm/277960933012?_skw=Dainese&hash=item40b7c33e94:g:61gAAeSwaERp-pA4,stuffnbags,Pre-owned - Excellent,"986**, US","Jeans > Men's Clothing > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Dainese
Dainese Super Rider D-Dry Motorcycle Jacket size 54 Black/White/Red Gently Used,279.99,https://www.ebay.com/itm/267666744030?_skw=Dainese&hash=item3e522e62de:g:dRoAAeSwAKZqAg2I,f1team,Pre-owned,"481**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese 4 Stroke 2 Gloves Black | Large,100.00,https://www.ebay.com/itm/168392880425?_skw=Dainese&hash=item2734ff7129:g:~s8AAeSwBtJqD6xD,jesse4798,Pre-owned,"757**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Hydra Flux 2 Air D-Dry Ladies Motorcycle Textile Jacket Black White 38/S,99.00,https://www.ebay.com/itm/318427136277?_skw=Dainese&hash=item4a23bc8115:g:uvcAAeSw9cNp~g8m,jewelbug62,Pre-owned,"836**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Men’s Dainese Stripes Evo C2 Leather Motorcycle Jacket Brown Zip Up Sz 36 M,299.90,https://www.ebay.com/itm/327194569707?_skw=Dainese&hash=item4c2e50ebeb:g:YEIAAeSw-LRqIM5q,second_actvintage,Pre-owned,"244**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Full Metal 6 VR46 Valentino Rossi Gloves Size S,450.00,https://www.ebay.com/itm/198412233713?_skw=Dainese&hash=item2e324a6bf1:g:TkkAAeSwtkNqJ2k-,jcdeals-4,Pre-owned,"430**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Chiodo Leather Jacket EU52,600.00,https://www.ebay.com/itm/127897522560?_skw=Dainese&hash=item1dc7495180:g:kHIAAeSw0FpqHZOJ,thrsty_v12,New with tags,"100**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Motorcycle Jacket Air Flux D1 Armor Mesh Black size 54 (44) Medium Large,170.00,https://www.ebay.com/itm/157964317334?_skw=Dainese&hash=item24c7683296:g:V4cAAeSwrURp7VrW,rmontgomery0119,Pre-owned,"859**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Racing 4 Perforated Jacket Size 52 & Carbon 4 Long Gloves Size M,479.99,https://www.ebay.com/itm/306976726067?_skw=Dainese&hash=item47793d1c33:g:jm4AAeSwHWVqHcl-,m2v-co,New with tags,"801**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Herian D-Waterproof Mens Motorcycle Shoes Black/White/Yellow 47 EUR,155.07,https://www.ebay.com/itm/306900725975?_skw=Dainese&hash=item4774b570d7:g:YCYAAeSwisJp69Cd,perf-moto_outlet,New without box,"494**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Delta 3 Black Leather Motorcycle Pants Size 52 - USED,299.99,https://www.ebay.com/itm/178090467384?_skw=Dainese&hash=item297704e038:g:xuMAAeSwQ15pyFA~,thistledownmercantile,Pre-owned,"283**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Pro-Armor G1 2.0 Back Protector Black,104.00,https://www.ebay.com/itm/136554430845?_skw=Dainese&hash=item1fcb47417d:g:6qgAAeSwavdo5DRW,perf-moto,New with tags,"494**, US","Back Protectors > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Protective Gear",FIXED_PRICE,Dainese
Dainese puffer jacket XL,85.00,https://www.ebay.com/itm/327203133536?_skw=Dainese&hash=item4c2ed39860:g:FO0AAeSwLqJp8mj2,upstateny,Pre-owned - Good,"120**, US","Coats, Jackets & Vests > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Air FRAME 3 TEX Women's Jacket Size 52 Black White Perforated Summer,79.99,https://www.ebay.com/itm/157968139492?_skw=Dainese&hash=item24c7a284e4:g:Cc4AAeSw65JqIOor,512theatx,Pre-owned,"787**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
DAINESE BLACK LEATHER BIKER TROUSERS: WAIST 38-40 INCHES/LEG 34 INCHES,65.37,https://www.ebay.com/itm/306992256384?_skw=Dainese&hash=item477a2a1580:g:cSwAAeSw82BqKB7k,elitevintage,Used,"PL15***, GB","Motorcycle Trousers & Chaps > Clothing, Protective Gear & Merchandise > Vehicle Parts & Accessories > Motorcycle & Motorsports Gear",FIXED_PRICE,Dainese
Dainese Carbon Cover ST Red Black Leather Motorcycle Gloves Size 9/L - Used,69.90,https://www.ebay.com/itm/117205541442?_skw=Dainese&hash=item1b49fea242:g:sEkAAeSwN8dqDc5a,2decks15,Pre-owned,"722**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese  Perforated Leather Motorcycle Jacket Men SZ 50 Perfect,449.99,https://www.ebay.com/itm/198210216895?_skw=Dainese&hash=item2e263fe3bf:g:yIgAAeSwd9RpvdtY,quicksilverls2,New without tags,"601**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Racing Leather Motorcycle Jacket Black/Red – Size 48 / US 38,235.00,https://www.ebay.com/itm/377229233033?_skw=Dainese&hash=item57d49d4b89:g:sJoAAeSwo1lp~3KO,phmart_74,New without tags,"194**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,AUCTION",Dainese
Dainese Airframe 3 Jacket Black Size 44 EU,124.99,https://www.ebay.com/itm/327088951262?_skw=Dainese&hash=item4c28054fde:g:6DoAAeSwTlpp0~r~,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Air Frame D3 Sport Urban Textile Mesh Summer Jacket Size EU50 S SMALL,64.77,https://www.ebay.com/itm/157947741811?_skw=Dainese&hash=item24c66b4673:g:CPkAAeSwS~5pC9hc,diddiemao27,Pre-owned,"871**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Agile Perforated Leather Jacket - Size 58 - Black,285.00,https://www.ebay.com/itm/198404941446?_skw=Dainese&hash=item2e31db2686:g:zn0AAeSwvIhqI0lf,meerkatmoto,Pre-owned,"770**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,AUCTION",Dainese
Dainese Fulcrum Men’s Motorcycle Waterproof Touring GORE-TEX®  Boots UK 11.5,130.00,https://www.ebay.com/itm/147359714071?_skw=Dainese&hash=item224f52cb17:g:CHQAAeSw7N9qJrmT,lpn1985,Pre-owned,"245**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Boots VR46 Motorcycle Boots,140.00,https://www.ebay.com/itm/800143708105?_skw=Dainese&hash=itemba4c480fc9:g:o~UAAeSww5JqJr2G,maplegear_sports,New with tags,PK,"Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
"Dainese Sport Pro Perforated Leather Jacket, Size EU 48",350.00,https://www.ebay.com/itm/178134842416?_skw=Dainese&hash=item2979a9fc30:g:8aQAAeSw3YRqBjhi,onlyiz,New with tags,"606**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
DAINESE TEXTILE JACKET,403.10,https://www.ebay.com/itm/267641620580?_skw=Dainese&hash=item3e50af0864:g:q3sAAeSwHFFp4XUh,motaliausa,New with tags,"920**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Dry Balaclava Black/Blue,47.00,https://www.ebay.com/itm/147209282294?_skw=Dainese&hash=item22465b62f6:g:dxwAAeSwHqRpuY8o,perf-moto,New,"494**, US","Ear Plugs > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Helmets & Accessories",FIXED_PRICE,Dainese
Dainese Pro-Armor Safety Jacket 2.0 Size 2XL  (READ),88.00,https://www.ebay.com/itm/358622990045?_skw=Dainese&hash=item537f988edd:g:Cj0AAeSwiPdpzGDD,kouponwithkayla,Pre-owned,"956**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese 2025 Motorcycle Leather Jacket Biker Motorbike Racing Sports Jacket MEN,182.99,https://www.ebay.com/itm/358627772903?_skw=Dainese&hash=item537fe189e7:g:1FoAAeSw5p9qHkLt,bi58200,New with tags,"272**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Pony 3 Mens Perforated Leather Motorcycle Pants Matte Black 44 EUR,307.41,https://www.ebay.com/itm/306575082298?_skw=Dainese&hash=item47614c833a:g:WjkAAeSw83BpA2zC,perf-moto_outlet,New without tags,"494**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
DAINESE TORQUE 4  MEN RACING & ROAD BOOTS EU 44 US 11 - WHITE/BLACK - NEW IN BOX,750.00,https://www.ebay.com/itm/188485055240?_skw=Dainese&hash=item2be295b308:g:14oAAeSwAxBp34G6,cybermarco,New with box,"187**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Men’s Dainese D-Dry Black Motorcycle Riding Pants 52 Measures 35x31,99.99,https://www.ebay.com/itm/267682971549?_skw=Dainese&hash=item3e5325ff9d:g:WHcAAeSwO91qGD9k,declanogrady,Pre-owned,"151**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Settantadue Rapida 72 Leather Motorcycle Jacket Men SZ 48 Euro. Mint,333.00,https://www.ebay.com/itm/336448746022?_skw=Dainese&hash=item4e55e87226:g:zksAAeSwqhppnIEa,largestones66,Pre-owned,"543**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Air Maze Summer Motorcycle Gloves Unisex Black Cordura,40.00,https://www.ebay.com/itm/236866406271?_skw=Dainese&hash=item372656877f:g:HbUAAeSw3~hqJyd0,tucscanalepapion,Pre-owned,"600**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Superleggera Riding Jacket Mens 58 Extra Large Black Mesh Vented Padded,69.87,https://www.ebay.com/itm/366357508069?_skw=Dainese&hash=item554c9befe5:g:1yYAAeSwb25o9WoU,tysons_treasures,Pre-owned,"928**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
"Dainese Tattoo Motorcycle Jacket, All Leather, Men's Size US 40 / EU 50",175.00,https://www.ebay.com/itm/188360497426?_skw=Dainese&hash=item2bdb291912:g:aaIAAeSwO~1p~Uz0,caseykazan,Pre-owned,"977**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Strokeville Raw Blue Denim Motorcycle Moto Jeans Knee Pads Sz 33 ITALY,119.91,https://www.ebay.com/itm/137338855226?_skw=Dainese&hash=item1ffa089f3a:g:L1EAAeSwM4hqCQP4,christiescollectible,Pre-owned,"907**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Atipica Air Mens Motorcycle Shoes Black/Anthracite  41 EUR New,199.00,https://www.ebay.com/itm/286967584742?_skw=Dainese&hash=item42d099d7e6:g:PMIAAeSw4yFpJJsa,gearheadgaragefindsmarketplace,New with box,"331**, US","Boots & Shoes > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
"Dainese Air Maze Motorcycle Gloves, Size Large",28.00,https://www.ebay.com/itm/298317769801?_skw=Dainese&hash=item45751fec49:g:gPcAAeSw8P5qBeld,davealtabird,Pre-owned,"863**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Italian Textile D-Dry Motorcycle Jacket Removable Liner Black Size 56,93.87,https://www.ebay.com/itm/267687951050?_skw=Dainese&hash=item3e5371faca:g:c8UAAeSw4UBqH0zI,nausicaa999,Pre-owned,"961**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese “Stripes”Leather Motorcycle Jacket Cafe Racer Vintage Styling Eu 50,150.00,https://www.ebay.com/itm/336546818538?_skw=Dainese&hash=item4e5bc0e9ea:g:a~kAAeSwNw1p6QYN,largestones66,Pre-owned,"543**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Ducati Dainese Woman’s “Stealth” Leather Motorcycle Road Racing Jacket Eu 48,215.00,https://www.ebay.com/itm/236760220502?_skw=Dainese&hash=item3720024356:g:UfAAAeSwcVtp4PeC,largestones66,Pre-owned,"543**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Druid 3 Inspired Racing White Leather Gloves - All Sizes Available - CE,126.86,https://www.ebay.com/itm/377162326174?_skw=Dainese&hash=item57d0a0609e:g:ngMAAeSwmT1p-PXb,torqen_racing,Neu mit Etikett,PT,"Handschuhe > Kleidung, Schutzausrüstung & Merchandise > Auto & Motorrad: Teile > Motorrad- & Motorsportausrüstung",FIXED_PRICE,Dainese
Dainese Men's Vintage 1-Piece Motorcycle Leather Racing Suit Red Black Stars 48,229.99,https://www.ebay.com/itm/287345142373?_skw=Dainese&hash=item42e71aea65:g:lAMAAeSw8fBqD2aC,trekkingwoolf,Pre-owned,UA,"Racing & Riding Suits > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
"Dainese ARVO D2 Mens Jacket Excellent Shape With Shoulder, Elbow and Back Pads",75.00,https://www.ebay.com/itm/168271995072?_skw=Dainese&hash=item272dcae0c0:g:w6gAAeSwPMBpyZGb,rjs0123,Pre-owned,"920**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
DAINESE Full Track Racing Leather Suit Size 54 Laguna Seca Gold,501.73,https://www.ebay.com/itm/227378953523?_skw=Dainese&hash=item34f0d77d33:g:t3MAAeSwdDpqHa-S,officina76gaggioli,Usato,"06***, IT","Tute in pelle e altri tessuti > Auto e moto: ricambi e accessori > Abbigliamento, caschi e protezioni > Abbigliamento per moto","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Base Layer Undersuit Men's XL Motorcyle Full Length One-Piece Bodysuit,50.00,https://www.ebay.com/itm/358577572011?_skw=Dainese&hash=item537ce388ab:g:rVUAAeSwhIJqDd9R,rambo_picks,Used,"785**, US",Suits > eBay Motors > Parts & Accessories > Performance & Racing Parts > Safety Equipment,FIXED_PRICE,Dainese
Dainese Reacto Carbon Mens Leather Motorcycle Gloves Black/Red Lava SM,109.82,https://www.ebay.com/itm/306922706946?_skw=Dainese&hash=item477604d802:g:IzMAAeSwSptp-6kD,perf-moto_outlet,New without tags,"494**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Air Tech One Piece Undersuit Men's Medium Black Base Layer Moto Bodysuit,88.98,https://www.ebay.com/itm/147323355498?_skw=Dainese&hash=item224d28016a:g:wOAAAeSwe1Np2~jX,beezyandbug,New without tags,"956**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Gore-Tex Motorcycle Gauntlet Gloves Black Leather Mens M Waterproof,89.99,https://www.ebay.com/itm/257551181912?_skw=Dainese&hash=item3bf73f2858:g:OQgAAeSweFVp-~9Y,theencoremercantile,Pre-owned,"328**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Vintage Dainese Men’s Super Heavy Duty Leather Motorcycle Jacket Vented Size 50,299.95,https://www.ebay.com/itm/127873939530?_skw=Dainese&hash=item1dc5e1784a:g:WYgAAeSwxYdqDPVH,allhalethethrift,Pre-owned,"232**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Motorcycle Leather Jacket Men's Size 56 Black S Type A,179.99,https://www.ebay.com/itm/277997207998?_skw=Dainese&hash=item40b9ecc1be:g:Rf8AAeSwtK1qCi7j,jcapote1025,Pre-owned - Good,"307**, US","Coats, Jackets & Vests > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Mens Dainese Leather Laguna Evo P Motorcycle Jacket Size 44,250.00,https://www.ebay.com/itm/358464619765?_skw=Dainese&hash=item53762804f5:g:7FUAAeSw8Zdp5WO6,ch57544,New without tags,"750**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Carbon 4 Short Motorcycle Gloves Black,139.99,https://www.ebay.com/itm/358631887962?_skw=Dainese&hash=item538020545a:g:DQYAAeSwUGNqH6GL,bi58200,New with tags,"272**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Carbon 4 Short Motorcycle Gloves Racing Blue Black Flo Yellow,140.00,https://www.ebay.com/itm/377229089846?_skw=Dainese&hash=item57d49b1c36:g:zi4AAeSw5-9p691c,le228305,New with defects,"921**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,AUCTION",Dainese
Dainese Ventar Air Mens Textile Motorcycle Jacket Black/White/Red,269.00,https://www.ebay.com/itm/257531281701?_skw=Dainese&hash=item3bf60f8125:g:yckAAeSwGgVqF5LK,greatdeals4everyone,New with tags,"115**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Mens Motorcycle Jacket Black L 52 CE Armor Ready Protective Armored,135.00,https://www.ebay.com/itm/267673667402?_skw=Dainese&hash=item3e5298074a:g:5KcAAeSwFd5qC3YO,dustandglittermiami,Pre-owned - Excellent,"331**, US","Coats, Jackets & Vests > Men's Clothing > Clothing, Shoes & Accessories > Men",FIXED_PRICE,Dainese
Dainese Delta 3 Short/Tall Leather Motorcycle Pants Size 26,225.00,https://www.ebay.com/itm/358626463508?_skw=Dainese&hash=item537fcd8f14:g:c7sAAeSwe0VqHc50,go.v_900,Pre-owned,"373**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
"Men’s Dainese Racing Perf Leather Jacket Motorcycle Racing Jacket, EU 56",425.00,https://www.ebay.com/itm/127906648447?_skw=Dainese&hash=item1dc7d4917f:g:0ZEAAeSwPY9p67KH,writer9119,Pre-owned,"372**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Men's Jeans Denim Raw Concept Motorcycle Pants 39x32,100.00,https://www.ebay.com/itm/336624976076?_skw=Dainese&hash=item4e606980cc:g:594AAeSwki9qJMql,5olga_boris9,New without tags,"068**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
